list_no,address_raw,address_norm,list_date,offer_date,settled_date,list_price,sale_price,sqft,year_built
"72610667","26 Oakencroft Road 5 3","26 OAKENCROFT RD 5 3","2020-01-21","2020-01-26","2020-03-24","1795000","","4300","2005"
"72345493","33 Lexington Road 4 4","33 LEXINGTON RD 4 4","2018-06-12","2019-12-19","2020-02-27","1795000","","4216","2018"
"72994794","15 Linwood Road 4 3","15 LINWOOD RD 4 3","2022-06-07","2022-06-12","2022-07-31","1790000","","4389","1953"
"72899030","60 Dover Rd 5 3","60 DOVER RD 5 3","2021-09-21","2021-09-23","2021-11-18","1779000","","4361","1929"
"72650079","119 Brook St 4 3","119 BROOK ST 4 3","2020-04-30","2020-07-14","2020-09-17","1779000","","4200","2011"
"72963652","14 Lexington Rd 4 2","14 LEXINGTON RD 4 2","2022-04-05","2022-04-25","2022-06-09","1775000","","3500","1952"
"72707373","62 Westgate Road 5 3","62 WESTGATE RD 5 3","2020-08-09","2020-08-15","2020-10-04","1775000","","3470","1959"
"72681512","9 Madison Road 4 4","9 MADISON RD 4 4","2020-06-25","2020-08-03","2020-08-31","1775000","","4453","1941"
"72656524","6 Kenilworth Circle 5 3","6 KENILWORTH CIR 5 3","2020-05-13","2020-06-03","2020-08-23","1765000","","3136","1932"
"73033975","45 Cartwright Rd 4 2","45 CARTWRIGHT RD 4 2","2022-09-07","2022-09-09","2022-11-14","1750000","","3264","1963"
"72810620","58 Pleasant St 4 2","58 PLEASANT ST 4 2","2021-04-06","2021-04-10","2021-06-29","1750000","","3558","2004"
"72793651","10 Denton Rd 5 3","10 DENTON RD 5 3","2021-03-03","2021-03-06","2021-04-05","1750000","","3518","1896"
"72655474","43 Woodridge Road 4 3","43 WOODRIDGE RD 4 3","2020-05-12","2020-05-13","2020-06-24","1750000","","3310","1954"
"72649302","10 Vane Street 5 3","10 VANE ST 5 3","2020-04-29","2020-05-24","2020-06-30","1750000","","3403","1934"
"73039046","15 River Glen Road 5 3","15 RIVER GLEN RD 5 3","2022-09-20","2022-09-24","2022-11-17","1749000","","3145","1956"
"72782504","5 Clifton Road 6 3","5 CLIFTON RD 6 3","2021-02-03","2021-02-05","2021-05-31","1749000","","3520","1928"
"72690465","85 Ledgeways 5 2","85 LEDGEWAYS 5 2","2020-07-12","2020-09-07","2020-10-14","1749000","","3288","1931"
"72630696","39 Denton Rd 6 5","39 DENTON RD 6 5","2020-03-08","2020-08-03","2020-10-19","1749000","","5707","2006"
"72656792","46 Windsor Rd 5 3","46 WINDSOR RD 5 3","2020-05-14","2020-05-15","2020-09-07","1745000","","3751","1929"
"72645664","18 Webb Ave 4 4","18 WEBB AVE 4 4","2020-04-19","2020-04-25","2020-06-29","1745000","","4976","2017"
"72565938","81 Emerson Rd 5 4","81 EMERSON RD 5 4","2019-10-03","2020-01-08","2020-02-26","1745000","","5038","2015"
"72667985","3 Peck Ave 4 4","3 PECK AVE 4 4","2020-06-03","2020-07-18","2020-09-10","1739000","","4200","2019"
"72814164","82 Forest Street 4 3","82 FOREST ST 4 3","2021-04-13","2021-04-18","2021-06-16","1735000","","3572","1944"
"72980070","38 Shirley Rd 4 2","38 SHIRLEY RD 4 2","2022-05-10","2022-05-14","2022-06-29","1725000","","2700","1952"
"72664275","140 Forest Street 5 3","140 FOREST ST 5 3","2020-05-28","2020-06-02","2020-07-13","1725000","","3558","1930"
"72635274","119 Hampshire Rd 4 2","119 HAMPSHIRE RD 4 2","2020-03-17","2020-03-18","2020-03-30","1725000","","2960","1954"
"72561828","8 Hodges Avenue 5 3","8 HODGES AVE 5 3","2019-09-09","2020-01-29","2020-03-19","1715000","","4280","1999"
"73033333","23 Howe St 5 3","23 HOWE ST 5 3","2022-09-06","2022-09-07","2022-10-19","1699999","","2693","1904"
"72950942","10 Dudley Rd 5 4","10 DUDLEY RD 5 4","2022-03-08","2022-04-21","2022-05-31","1699000","","3361","1951"
"72899723","11 Hillside Rd 4 2","11 HILLSIDE RD 4 2","2021-09-22","2021-10-05","2021-11-16","1699000","","3400","1912"
"72795110","22 Stanford Rd 5 2","22 STANFORD RD 5 2","2021-03-08","2021-03-14","2021-07-14","1699000","","3134","1956"
"72694779","26 Hunnewell Street 4 4","26 HUNNEWELL ST 4 4","2020-07-19","2020-07-26","2020-10-20","1699000","","5470","2005"
"72685145","3 Benton Street 5 3","3 BENTON ST 5 3","2020-07-04","2020-07-07","2020-08-20","1699000","","2980","1925"
"72676394","1 Burnett Lane 5 3","1 BURNETT LN 5 3","2020-06-17","2020-06-21","2020-08-03","1699000","","5088","2003"
"72631528","215 Cedar St 5 3","215 CEDAR ST 5 3","2020-03-10","2020-06-25","2020-08-26","1699000","","4800","2007"
"73051270","7 Crescent St 4 2","7 CRESCENT ST 4 2","2022-10-22","2022-10-25","2022-12-13","1695000","","2533","1873"
"73036671","28 Sunset Rd 4 2","28 SUNSET RD 4 2","2022-09-13","2022-09-16","2023-01-12","1695000","","2792","1936"
"73000729","3 Fuller Brook Rd 4 2","3 FULLER BROOK RD 4 2","2022-06-19","2022-07-05","2022-09-08","1695000","","2952","1940"
"72990604","31 Alba 5 3","31 ALBA 5 3","2022-05-31","2022-08-05","2022-09-07","1695000","","4050","1950"
"72951132","71 Fuller Brook Rd 4 3","71 FULLER BROOK RD 4 3","2022-03-08","2022-03-12","2022-06-01","1695000","","2418","1940"
"72946845","17 Belair Rd 4 3","17 BELAIR RD 4 3","2022-02-27","2022-03-04","2022-04-14","1695000","","2397","1909"
"72945529","33 Upson Rd 5 3","33 UPSON RD 5 3","2022-02-22","2022-02-27","2022-04-28","1695000","","3826","2001"
"72944809","14 Saunders Ter 4 2","14 SAUNDERS TER 4 2","2022-02-20","2022-02-24","2022-05-30","1695000","","2586","1927"
"72854941","17 Shirley Rd 4 2","17 SHIRLEY RD 4 2","2021-06-22","2021-06-26","2021-08-16","1695000","","3328","1950"
"72830791","29 Benvenue St 4 3","29 BENVENUE ST 4 3","2021-05-12","2021-05-13","2021-06-23","1695000","","3238","1956"
"72798488","131 Grove St 4 3","131 GROVE ST 4 3","2021-03-14","2021-03-19","2021-07-01","1695000","","2652","1920"
"72789460","55 Arnold Rd 3 2","55 ARNOLD RD 3 2","2021-02-23","2021-02-27","2021-07-01","1695000","","2314","1949"
"72723541","61 Whittier Rd 5 3","61 WHITTIER RD 5 3","2020-09-08","2020-09-27","2020-11-17","1695000","","3326","1931"
"72716719","19 Shelley Road 5 4","19 SHELLEY RD 5 4","2020-08-26","2020-08-28","2020-10-22","1695000","","3511","1978"
"72709112","28 Hillside Rd 4 3","28 HILLSIDE RD 4 3","2020-08-12","2020-12-14","2021-01-20","1695000","","3404","1940"
"72627531","55 Cottage St 5 4","55 COTTAGE ST 5 4","2020-03-03","2020-06-02","2020-08-02","1695000","","3800","1920"
"72620225","80 Audubon Road 4 3","80 AUDUBON RD 4 3","2020-02-16","2020-02-29","2020-06-23","1695000","","3979","1933"
"72600000","19 Woodridge Rd 4 2","19 WOODRIDGE RD 4 2","2019-12-10","2019-12-11","2020-01-29","1695000","","3236","1937"
"72904867","15 Pleasant St. 4 3","15 PLEASANT ST 4 3","2021-10-05","2021-11-03","2022-01-10","1690000","","2610","1917"
"72777468","196 Cedar Street 6 5","196 CEDAR ST 6 5","2021-01-20","2021-02-04","2021-03-22","1685000","","4804","2006"
"72983256","21 Appleby Road 4 3","21 APPLEBY RD 4 3","2022-05-17","2022-05-21","2022-06-26","1675000","","2378","1937"
"72918596","38 Dover Rd 4 3","38 DOVER RD 4 3","2021-11-09","2021-11-20","2022-01-13","1675000","","3014","1896"
"72877340","3 Strathmore Rd 3 2","3 STRATHMORE RD 3 2","2021-08-04","2021-08-09","2021-11-28","1675000","","3000","2017"
"72870765","3 Garrison Rd 4 3","3 GARRISON RD 4 3","2021-07-22","2021-09-17","2021-10-21","1675000","","2545","1930"
"72835805","7 Hodges Avenue 4 2","7 HODGES AVE 4 2","2021-05-19","2021-05-24","2021-07-22","1675000","","2750","1996"
"72731740","8 Solon St 5 3","8 SOLON ST 5 3","2020-09-23","2020-09-25","2020-11-16","1675000","","3641","2010"
"72626988","17 Westwood Rd 5 3","17 WESTWOOD RD 5 3","2020-03-02","2020-03-04","2020-06-14","1675000","","3991","1941"
"72708993","49 Longfellow Rd 4 3","49 LONGFELLOW RD 4 3","2020-08-12","2020-08-17","2020-10-29","1670000","","4769","1989"
"72945452","9 Marvin Rd 4 2","9 MARVIN RD 4 2","2022-02-22","2022-02-26","2022-04-14","1650000","","2532","1936"
"72829181","20 Oakland St lot 1 6 3","20 OAKLAND ST LOT 1 6 3","2021-05-10","2021-06-05","2021-08-16","1650000","","5212","1848"
"72814885","18 Tennyson Road 5 3","18 TENNYSON RD 5 3","2021-04-14","2021-04-17","2021-06-27","1650000","","3070","1929"
"72746443","43 Amherst Road 4 2","43 AMHERST RD 4 2","2020-10-20","2020-10-29","2020-12-09","1650000","","3132","1934"
"73042025","22 Cavanaugh Rd 4 3","22 CAVANAUGH RD 4 3","2022-09-27","2022-10-01","2022-12-15","1649000","","2804","1929"
"72736502","117 Albion Road 5 3","117 ALBION RD 5 3","2020-10-01","2020-10-08","2020-12-02","1649000","","3339","1960"
"72694142","26 Redwing Road 4 4","26 REDWING RD 4 4","2020-07-17","2020-08-10","2020-10-18","1649000","","3673","2014"
"72613251","78 Westgate Rd 6 4","78 WESTGATE RD 6 4","2020-01-28","2020-02-14","2020-03-15","1649000","","4019","1960"
"72778766","10 Seaver St 5 2","10 SEAVER ST 5 2","2021-01-25","2021-01-30","2021-03-17","1645000","","3158","1936"
"72668571","102 Great Plain Ave 6 4","102 GREAT PLAIN AVE 6 4","2020-06-04","2020-07-14","2020-08-27","1645000","","4640","1881"
"72624468","8 Fiske Rd 4 3","8 FISKE RD 4 3","2020-02-25","2020-05-16","2020-07-14","1645000","","2700","1933"
"72792057","70 High Ledge Ave 5 3","70 HIGH LEDGE AVE 5 3","2021-03-01","2021-03-07","2021-04-07","1639000","","3817","2001"
"72862853","35 Haven Road 4 2","35 HAVEN RD 4 2","2021-07-07","2021-07-31","2021-10-07","1635000","","2716","1965"
"72655427","90 Overbrook Dr 5 4","90 OVERBROOK DR 5 4","2020-05-12","2020-07-05","2020-09-21","1629900","","4169","2020"
"72696728","58 Washburn Ave 4 3","58 WASHBURN AVE 4 3","2020-07-22","2020-07-24","2020-09-08","1629000","","3491","1977"
"72759185","11 Shelley Road 3 2","11 SHELLEY RD 3 2","2020-11-18","2020-11-21","2021-01-14","1625000","","2944","1936"
"72742907","50 Madison Rd 4 3","50 MADISON RD 4 3","2020-10-13","2020-10-17","2020-11-30","1625000","","3173","1952"
"72722941","40 Pleasant St 4 4","40 PLEASANT ST 4 4","2020-09-08","2020-09-08","2020-10-07","1625000","","3386","2014"
"72990061","59 Fairbanks Ave 4 3","59 FAIRBANKS AVE 4 3","2022-05-31","2022-06-05","2022-07-20","1599000","","2891","1965"
"72980724","189 Bristol Rd 4 2","189 BRISTOL RD 4 2","2022-05-11","2022-05-14","2022-07-14","1599000","","2664","1957"
"72928796","3 MAPLE RD 4 4","3 MAPLE RD 4 4","2021-12-17","2022-01-03","2022-03-27","1599000","","3000","1946"
"72819229","30 Paine St 4 2","30 PAINE ST 4 2","2021-04-21","2021-05-16","2021-06-30","1599000","","3252","1915"
"72500923","15 Tanglewood Rd 5 3","15 TANGLEWOOD RD 5 3","2019-05-14","2019-10-21","2020-01-09","1599000","","3320","1960"
"73018081","4 Arnold Rd 4 3","4 ARNOLD RD 4 3","2022-07-26","2022-08-17","2022-09-19","1595000","","3156","1864"
"72857750","48 Shirley Rd 4 2","48 SHIRLEY RD 4 2","2021-06-27","2021-07-01","2021-09-06","1595000","","3036","1957"
"72830638","17 Berkeley Rd 4 2","17 BERKELEY RD 4 2","2021-05-11","2021-05-15","2021-08-11","1595000","","3138","1941"
"72811776","27 Brookfield Rd 4 2","27 BROOKFIELD RD 4 2","2021-04-07","2021-04-08","2021-06-21","1595000","","2450","1947"
"72732333","62 Leighton Rd 3 2","62 LEIGHTON RD 3 2","2020-09-23","2020-11-27","2021-01-21","1595000","","3100","1930"
"72728560","22 Cushing Rd 5 3","22 CUSHING RD 5 3","2020-09-22","2020-09-23","2020-10-29","1595000","","3163","1909"
"72664914","22 Wilde Rd 5 3","22 WILDE RD 5 3","2020-05-31","2020-07-06","2020-08-30","1595000","","3454","1947"
"72660383","71 Suffolk Rd 4 3","71 SUFFOLK RD 4 3","2020-05-21","2020-05-23","2020-08-17","1595000","","3005","1954"
"72637832","64 Oak Street 4 3","64 OAK ST 4 3","2020-03-25","2020-03-28","2020-05-28","1595000","","3340","1955"
"72563468","64 Fuller Brook Rd 4 3","64 FULLER BROOK RD 4 3","2019-09-10","2020-01-22","2020-04-29","1595000","","2650","1941"
"72819366","110 Suffolk Road 5 2","110 SUFFOLK RD 5 2","2021-04-21","2021-04-25","2021-06-14","1585000","","3045","1965"
"72803287","81 Bristol Rd 4 2","81 BRISTOL RD 4 2","2021-03-23","2021-03-27","2021-05-11","1585000","","2838","1983"
"72789794","71 Westgate Rd 4 2","71 WESTGATE RD 4 2","2021-02-24","2021-02-28","2021-04-14","1585000","","2726","1959"
"72959620","6 Boulder Brook Rd 4 3","6 BOULDER BROOK RD 4 3","2022-03-29","2022-03-31","2022-07-28","1575000","","2813","1940"
"72753917","36 Skyline Drive 4 2","36 SKYLINE DR 4 2","2020-11-05","2020-11-07","2020-12-14","1575000","","3680","1953"
"73003392","39 Fairbanks Ave 3 2","39 FAIRBANKS AVE 3 2","2022-06-22","2022-06-29","2022-08-09","1550000","","2129","1930"
"72959936","20 Riverdale Rd 3 2","20 RIVERDALE RD 3 2","2022-03-29","2022-04-02","2022-05-31","1550000","","2942","1916"
"72941398","20 Durant Road 4 2","20 DURANT RD 4 2","2022-02-08","2022-02-12","2022-03-24","1550000","","3324","1965"
"72934995","61 Chesterton Road 4 2","61 CHESTERTON RD 4 2","2022-01-16","2022-01-19","2022-03-03","1550000","","2764","1950"
"72870828","16 Hickory Rd 5 2","16 HICKORY RD 5 2","2021-07-22","2021-07-24","2021-08-29","1550000","","3113","2002"
"72797149","35 Old Colony Rd 5 3","35 OLD COLONY RD 5 3","2021-03-10","2021-03-15","2021-03-29","1550000","","2623","1936"
"72658917","29 Summit Rd 4 2","29 SUMMIT RD 4 2","2020-05-19","2020-05-21","2020-08-13","1550000","","2919","1900"
"72615996","15 Woodfield Rd 5 2","15 WOODFIELD RD 5 2","2020-02-04","2020-02-06","2020-04-14","1550000","","2915","1941"
"72951278","6 Mulherin Lane 4 2","6 MULHERIN LN 4 2","2022-03-09","2022-04-01","2022-05-19","1549000","","2642","1974"
"72825958","2 Cavanagh Road 3 2","2 CAVANAGH RD 3 2","2021-05-04","2021-05-10","2021-08-26","1549000","","3448","1940"
"72694775","42 Longfellow Rd 4 3","42 LONGFELLOW RD 4 3","2020-07-21","2020-07-26","2020-09-09","1549000","","3306","1938"
"72656712","60 Thackeray Rd 4 3","60 THACKERAY RD 4 3","2020-05-13","2020-06-06","2020-07-16","1549000","","3267","1948"
"72731485","72 Emerson Road 4 2","72 EMERSON RD 4 2","2020-09-22","2020-09-28","2020-12-03","1539000","","3284","1939"
"72558811","22 Chatham Circle 4 4","22 CHATHAM CIR 4 4","2019-09-03","2019-11-06","2020-01-05","1539000","","3882","1947"
"73036124","7 Garden Rd 4 2","7 GARDEN RD 4 2","2022-09-12","2022-09-21","2022-11-27","1530000","","3410","1986"
"72947519","194 Oakland Street 5 3","194 OAKLAND ST 5 3","2022-03-01","2022-03-07","2022-04-10","1525000","","3064","1952"
"72940421","266 Weston Rd 3 2","266 WESTON RD 3 2","2022-02-06","2022-02-11","2022-03-13","1525000","","2887","1988"
"72879954","29 Croton Street 6 2","29 CROTON ST 6 2","2021-08-10","2021-08-24","2021-12-02","1500000","","4110","1915"
"72804211","8 Deerfield Rd 5 3","8 DEERFIELD RD 5 3","2021-03-24","2021-03-29","2021-05-03","1500000","","3205","1955"
"72782662","20 Edgewater Drive 4 2","20 EDGEWATER DR 4 2","2021-02-03","2021-02-08","2021-05-05","1500000","","2806","1955"
"72729772","28 Boulder Rd 4 3","28 BOULDER RD 4 3","2020-09-23","2020-09-26","2020-12-10","1500000","","2574","1938"
"72649843","27 Hunnewell St 4 4","27 HUNNEWELL ST 4 4","2020-04-30","2020-06-13","2020-08-03","1500000","","4248","2013"
"72623107","38 Edgemoor Ave 4 3","38 EDGEMOOR AVE 4 3","2020-02-23","2020-02-24","2020-06-15","1500000","","3568","2004"
"73052332","131 Overbrook Drive 4 3","131 OVERBROOK DR 4 3","2022-10-25","2022-10-29","2022-12-05","1499000","","3529","1997"
"73006943","31 Forest St 6 3","31 FOREST ST 6 3","2022-07-04","2022-07-11","2022-09-01","1499000","","3131","1893"
"72994214","9 Hunting Street 4 2","9 HUNTING ST 4 2","2022-06-07","2022-08-29","2022-12-01","1499000","","2214","1900"
"72947530","85 Washburn Ave 4 4","85 WASHBURN AVE 4 4","2022-03-01","2022-03-03","2022-04-13","1499000","","3502","1980"
"72649429","12 Pine Plain Rd 6 4","12 PINE PLAIN RD 6 4","2020-04-29","2020-06-04","2020-07-01","1499000","","3120","1935"
"72625482","140 Benvenue Street 5 3","140 BENVENUE ST 5 3","2020-02-27","2020-03-02","2020-03-31","1499000","","4068","1956"
"73054340","38 Garrison Rd 4 2","38 GARRISON RD 4 2","2022-11-01","2022-11-05","2023-01-05","1495000","","3056","1939"
"72963312","12 Northgate Rd 3 2","12 NORTHGATE RD 3 2","2022-04-05","2022-04-10","2022-05-25","1495000","","2400","1953"
"72912692","29 Poplar Rd 4 2","29 POPLAR RD 4 2","2021-10-25","2021-10-29","2021-12-14","1495000","","1922","1960"
"72912317","8 Partridge Road 3 3","8 PARTRIDGE RD 3 3","2021-10-24","2021-10-27","2021-12-13","1495000","","3502","1940"
"72909810","62 Arnold Rd 3 2","62 ARNOLD RD 3 2","2021-10-17","2021-11-18","2022-03-01","1495000","","2407","1950"
"72884435","196 Washington St 4 2","196 WASHINGTON ST 4 2","2021-08-19","2021-09-18","2021-11-04","1495000","","2855","1869"
"72876171","14 Francis Rd 4 3","14 FRANCIS RD 4 3","2021-08-03","2021-08-08","2021-10-07","1495000","","2806","1941"
"72815715","75 Croton St 4 3","75 CROTON ST 4 3","2021-04-14","2021-05-10","2021-06-20","1495000","","3115","1981"
"72804732","43 Overbrook Dr 6 4","43 OVERBROOK DR 6 4","2021-03-25","2021-03-28","2021-05-19","1495000","","4364","1919"
"72799944","10 Thomas Rd 5 4","10 THOMAS RD 5 4","2021-03-16","2021-03-21","2021-05-13","1495000","","2830","1924"
"72716877","1 Chatham Circle 4 2","1 CHATHAM CIR 4 2","2020-08-26","2020-10-18","2020-11-30","1495000","","3601","1940"
"72712645","23 Meadowbrook Road 4 2","23 MEADOWBROOK RD 4 2","2020-08-18","2020-08-24","2020-10-29","1495000","","3000","1953"
"72652600","35 Pinewood Rd 4 3","35 PINEWOOD RD 4 3","2020-05-05","2020-06-04","2020-08-26","1495000","","2990","2013"
"72652368","112 Bristol Rd 4 2","112 BRISTOL RD 4 2","2020-05-05","2020-05-07","2020-06-15","1495000","","2689","1950"
"72632262","79 Donizetti Street 5 4","79 DONIZETTI ST 5 4","2020-03-10","2020-03-25","2020-04-29","1495000","","3565","1923"
"72612615","3 Brookmere Ave 3 2","3 BROOKMERE AVE 3 2","2020-01-27","2020-02-06","2020-04-07","1495000","","3650","1994"
"72610742","2 Auburn Rd 4 2","2 AUBURN RD 4 2","2020-01-21","2020-01-25","2020-03-03","1495000","","2586","1952"
"72540803","4 Oakdale Ave 5 3","4 OAKDALE AVE 5 3","2019-07-25","2019-11-07","2020-02-05","1495000","","4200","2000"
"72941465","45 Wareland Rd 4 2","45 WARELAND RD 4 2","2022-02-09","2022-02-10","2022-03-22","1490000","","2697","1956"
"72839830","33 Benvenue St 5 3","33 BENVENUE ST 5 3","2021-05-30","2021-06-06","2021-08-01","1485000","","2700","1936"
"72849492","35 Riverdale Rd 5 3","35 RIVERDALE RD 5 3","2021-06-13","2021-06-25","2021-08-26","1475000","","3241","1913"
"72840372","72 Dover Rd 3 3","72 DOVER RD 3 3","2021-05-31","2021-06-02","2021-09-20","1475000","","1914","1925"
"72792757","10 West Riding St 4 2","10 WEST RIDING ST 4 2","2021-03-02","2021-03-07","2021-05-17","1475000","","2435","1924"
"72782184","14 Woodridge Road 3 2","14 WOODRIDGE RD 3 2","2021-02-03","2021-03-07","2021-04-29","1475000","","2318","1938"
"72671412","11 Arnold Rd 4 2","11 ARNOLD RD 4 2","2020-06-09","2020-06-29","2020-08-30","1475000","","2700","1936"
"72846621","10 Berkeley Rd 3 2","10 BERKELEY RD 3 2","2021-06-08","2021-06-13","2021-09-19","1465000","","2750","1948"
"72597943","16 Croton Street 4 3","16 CROTON ST 4 3","2019-12-03","2019-12-09","2020-01-12","1465000","","3092","1937"
"72944135","53 Bancroft Rd 4 3","53 BANCROFT RD 4 3","2022-02-17","2022-02-19","2022-03-21","1459000","","3406","1930"
"73032254","24 S Woodside Ave 4 3","24 S WOODSIDE AVE 4 3","2022-09-04","2022-09-07","2022-10-12","1450000","","2352","1992"
"72972194","11 Riverdale Road 3 1","11 RIVERDALE RD 3 1","2022-04-26","2022-05-02","2022-06-16","1450000","","2137","1915"
"72872914","11 Comeau Street 4 2","11 COMEAU ST 4 2","2021-07-27","2021-07-29","2021-08-23","1450000","","2398","1941"
"72796670","53 Mayo Rd 4 3","53 MAYO RD 4 3","2021-03-10","2021-03-13","2021-06-07","1450000","","2393","1950"
"72787527","53 Cottonwood Rd 5 3","53 COTTONWOOD RD 5 3","2021-02-17","2021-02-22","2021-04-29","1450000","","2909","1981"
"72718085","80 Mayo Road 4 2","80 MAYO RD 4 2","2020-08-30","2020-09-01","2020-10-14","1449000","","2697","1952"
"72935377","96 Glen Rd 4 2","96 GLEN RD 4 2","2022-01-18","2022-01-23","2022-02-24","1425000","","2463","1951"
"72763066","148 Oakland Street 4 4","148 OAKLAND ST 4 4","2020-12-01","2020-12-06","2021-02-04","1425000","","2856","1924"
"72736090","37 Fox Hill Rd 4 3","37 FOX HILL RD 4 3","2020-09-30","2020-12-05","2021-02-15","1425000","","2598","1945"
"72677093","2 Barnstable Road 4 3","2 BARNSTABLE RD 4 3","2020-06-18","2020-07-02","2020-08-20","1425000","","2718","1942"
"72652379","257 Oakland St 4 3","257 OAKLAND ST 4 3","2020-05-05","2020-05-21","2020-07-16","1425000","","2909","1950"
"72624472","402 Linden St 4 2","402 LINDEN ST 4 2","2020-02-25","2020-02-27","2020-05-04","1425000","","3552","1848"
"72584475","85 Washington St 4 2","85 WASHINGTON ST 4 2","2019-10-23","2019-10-27","2020-01-20","1425000","","2718","1898"
"72969299","85 Glen Cross Rd 4 3","85 GLEN CROSS RD 4 3","2022-04-19","2022-05-05","2022-06-30","1400000","","2326","1896"
"72899160","44 Mayo Rd 3 2","44 MAYO RD 3 2","2021-09-22","2021-09-26","2021-11-29","1399999","","2000","1948"
"72990136","60 Washburn Ave. 4 2","60 WASHBURN AVE 4 2","2022-05-31","2022-06-12","2022-07-24","1399000","","2382","1940"
"72899827","49 Pilgrim Road 4 2","49 PILGRIM RD 4 2","2021-09-22","2021-09-25","2021-11-04","1399000","","2954","1941"
"72755210","146 Lowell Rd 5 4","146 LOWELL RD 5 4","2020-11-09","2020-11-09","2021-01-28","1399000","","3515","1950"
"72661046","3 Wilson Street 4 2","3 WILSON ST 4 2","2020-05-23","2020-05-25","2020-06-15","1398000","","3328","1950"
"72998445","4 Chesterton Road 3 1","4 CHESTERTON RD 3 1","2022-06-14","2022-06-17","2022-07-28","1395000","","2284","1940"
"72997105","10 Jackson Road 4 2","10 JACKSON RD 4 2","2022-06-13","2022-07-02","2022-08-10","1395000","","2798","1947"
"72941394","72 Fuller Brook 4 4","72 FULLER BROOK 4 4","2022-02-08","2022-02-12","2022-03-29","1395000","","2848","1945"
"72917832","8 Tappan Rd 4 1","8 TAPPAN RD 4 1","2021-11-07","2021-11-11","2021-12-20","1395000","","1775","1925"
"72905095","8 Skyline Dr 4 2","8 SKYLINE DR 4 2","2021-10-05","2021-10-10","2021-12-14","1395000","","2359","1963"
"72901811","41 Atwood St 4 2","41 ATWOOD ST 4 2","2021-09-28","2021-10-02","2021-11-30","1395000","","2184","1876"
"72899680","20 Chatham Cir 5 4","20 CHATHAM CIR 5 4","2021-09-22","2021-09-24","2021-12-07","1395000","","2893","1949"
"72879791","4 Strathmore Rd 4 2","4 STRATHMORE RD 4 2","2021-08-10","2021-08-16","2021-11-03","1395000","","2592","1928"
"72855369","2 Woodlawn Ave 5 3","2 WOODLAWN AVE 5 3","2021-06-22","2021-06-25","2021-08-17","1395000","","3005","1890"
"72846633","78 Whittier Road 5 3","78 WHITTIER RD 5 3","2021-06-08","2021-06-10","2021-07-11","1395000","","2468","1932"
"72831469","12 Madison Road 3 3","12 MADISON RD 3 3","2021-05-12","2021-05-17","2021-08-11","1395000","","2422","1941"
"72831097","71 Kingsbury Street 5 5","71 KINGSBURY ST 5 5","2021-05-12","2021-06-27","2021-08-12","1395000","","4171","1893"
"72826241","58 Seaver Pl 5 3","58 SEAVER PL 5 3","2021-05-04","2021-05-06","2021-07-08","1395000","","2337","1987"
"72804051","17 Bryn Mawr Road 3 2","17 BRYN MAWR RD 3 2","2021-03-24","2021-03-28","2021-05-11","1395000","","2776","1937"
"72781935","15 Beverly Rd 4 2","15 BEVERLY RD 4 2","2021-02-02","2021-02-07","2021-03-10","1395000","","2472","1936"
"72781368","50 Wall St 3 2","50 WALL ST 3 2","2021-02-01","2021-02-03","2021-03-29","1395000","","2558","1945"
"72692037","21 Chestnut Street 4 2","21 CHESTNUT ST 4 2","2020-07-14","2020-07-17","2020-08-27","1395000","","2644","1880"
"72690205","106 Great Plain Avenue 4 4","106 GREAT PLAIN AVE 4 4","2020-07-12","2020-09-28","2020-11-18","1395000","","3753","1985"
"72681634","26 Skyline Drive 4 4","26 SKYLINE DR 4 4","2020-06-25","2020-08-08","2020-09-17","1395000","","2905","1955"
"72700134","47 Maugus Hill Road 4 2","47 MAUGUS HILL RD 4 2","2020-07-28","2020-08-02","2020-10-19","1390000","","2846","1961"
"72439540","95 Parker Rd 4 3","95 PARKER RD 4 3","2019-01-09","2019-04-06","2020-06-15","1389000","","3095","1940"
"72628139","4 Carver Rd 4 2","4 CARVER RD 4 2","2020-03-03","2020-03-06","2020-05-06","1385000","","2858","1950"
"72806854","10 Marigold Ave 4 2","10 MARIGOLD AVE 4 2","2021-03-30","2021-04-04","2021-05-06","1379000","","3836","1968"
"72868952","81 Parker Rd 4 2","81 PARKER RD 4 2","2021-07-20","2021-07-23","2021-09-14","1375000","","2504","1940"
"72704893","9 Berkeley Rd 4 2","9 BERKELEY RD 4 2","2020-08-04","2020-08-08","2020-09-13","1375000","","2269","1948"
"72634766","5 Tappan Rd 4 2","5 TAPPAN RD 4 2","2020-03-16","2020-03-22","2020-05-10","1375000","","2354","1926"
"72629297","53 Madison Rd 4 2","53 MADISON RD 4 2","2020-03-05","2020-03-28","2020-05-14","1375000","","2514","1952"
"72617616","28 Longfellow Rd 5 5","28 LONGFELLOW RD 5 5","2020-02-09","2020-02-28","2020-06-16","1375000","","3926","1898"
"73047677","30 Sunset Rd 3 2","30 SUNSET RD 3 2","2022-10-12","2022-10-14","2022-11-16","1350000","","1564","1936"
"73021933","68 Seaver Street 3 2","68 SEAVER ST 3 2","2022-08-04","2022-08-07","2022-09-19","1350000","","2262","1953"
"73012085","22 Ingersoll Rd 3 2","22 INGERSOLL RD 3 2","2022-07-13","2022-07-15","2022-09-14","1350000","","2184","1905"
