permit_record_id,permit_address,permit_date,permit_est_cost,mls_list_no,mls_address,mls_list_date,mls_settled_date,mls_sale_price,match_type,match_score,time_to_list_days,time_to_sale_days,sale_to_cost_ratio
"","266 Weston Rd 3 2","","","72940421","266 Weston Rd 3 2","2022-02-06","2022-03-13","","exact","1","","",""
"","29 Croton Street 6 2","","","72879954","29 Croton Street 6 2","2021-08-10","2021-12-02","","exact","1","","",""
"","8 Deerfield Rd 5 3","","","72804211","8 Deerfield Rd 5 3","2021-03-24","2021-05-03","","exact","1","","",""
"","20 Edgewater Drive 4 2","","","72782662","20 Edgewater Drive 4 2","2021-02-03","2021-05-05","","exact","1","","",""
"","28 Boulder Rd 4 3","","","72729772","28 Boulder Rd 4 3","2020-09-23","2020-12-10","","exact","1","","",""
"","27 Hunnewell St 4 4","","","72649843","27 Hunnewell St 4 4","2020-04-30","2020-08-03","","exact","1","","",""
"","38 Edgemoor Ave 4 3","","","72623107","38 Edgemoor Ave 4 3","2020-02-23","2020-06-15","","exact","1","","",""
"","131 Overbrook Drive 4 3","","","73052332","131 Overbrook Drive 4 3","2022-10-25","2022-12-05","","exact","1","","",""
"","31 Forest St 6 3","","","73006943","31 Forest St 6 3","2022-07-04","2022-09-01","","exact","1","","",""
"","9 Hunting Street 4 2","","","72994214","9 Hunting Street 4 2","2022-06-07","2022-12-01","","exact","1","","",""
"","85 Washburn Ave 4 4","","","72947530","85 Washburn Ave 4 4","2022-03-01","2022-04-13","","exact","1","","",""
"","12 Pine Plain Rd 6 4","","","72649429","12 Pine Plain Rd 6 4","2020-04-29","2020-07-01","","exact","1","","",""
"","140 Benvenue Street 5 3","","","72625482","140 Benvenue Street 5 3","2020-02-27","2020-03-31","","exact","1","","",""
"","38 Garrison Rd 4 2","","","73054340","38 Garrison Rd 4 2","2022-11-01","2023-01-05","","exact","1","","",""
"","12 Northgate Rd 3 2","","","72963312","12 Northgate Rd 3 2","2022-04-05","2022-05-25","","exact","1","","",""
"","29 Poplar Rd 4 2","","","72912692","29 Poplar Rd 4 2","2021-10-25","2021-12-14","","exact","1","","",""
"","8 Partridge Road 3 3","","","72912317","8 Partridge Road 3 3","2021-10-24","2021-12-13","","exact","1","","",""
"","62 Arnold Rd 3 2","","","72909810","62 Arnold Rd 3 2","2021-10-17","2022-03-01","","exact","1","","",""
"","196 Washington St 4 2","","","72884435","196 Washington St 4 2","2021-08-19","2021-11-04","","exact","1","","",""
"","14 Francis Rd 4 3","","","72876171","14 Francis Rd 4 3","2021-08-03","2021-10-07","","exact","1","","",""
"","75 Croton St 4 3","","","72815715","75 Croton St 4 3","2021-04-14","2021-06-20","","exact","1","","",""
"","43 Overbrook Dr 6 4","","","72804732","43 Overbrook Dr 6 4","2021-03-25","2021-05-19","","exact","1","","",""
"","10 Thomas Rd 5 4","","","72799944","10 Thomas Rd 5 4","2021-03-16","2021-05-13","","exact","1","","",""
"","1 Chatham Circle 4 2","","","72716877","1 Chatham Circle 4 2","2020-08-26","2020-11-30","","exact","1","","",""
"","23 Meadowbrook Road 4 2","","","72712645","23 Meadowbrook Road 4 2","2020-08-18","2020-10-29","","exact","1","","",""
"","35 Pinewood Rd 4 3","","","72652600","35 Pinewood Rd 4 3","2020-05-05","2020-08-26","","exact","1","","",""
"","112 Bristol Rd 4 2","","","72652368","112 Bristol Rd 4 2","2020-05-05","2020-06-15","","exact","1","","",""
"","79 Donizetti Street 5 4","","","73341751","79 Donizetti St 5 4","2025-03-04","2025-07-14","","exact","1","","",""
"","3 Brookmere Ave 3 2","","","72612615","3 Brookmere Ave 3 2","2020-01-27","2020-04-07","","exact","1","","",""
"","2 Auburn Rd 4 2","","","72610742","2 Auburn Rd 4 2","2020-01-21","2020-03-03","","exact","1","","",""
"","4 Oakdale Ave 5 3","","","72540803","4 Oakdale Ave 5 3","2019-07-25","2020-02-05","","exact","1","","",""
"","45 Wareland Rd 4 2","","","72941465","45 Wareland Rd 4 2","2022-02-09","2022-03-22","","exact","1","","",""
"","33 Benvenue St 5 3","","","73214683","33 Benvenue Street 5 3","2024-03-19","2024-05-19","","exact","1","","",""
"","35 Riverdale Rd 5 3","","","72849492","35 Riverdale Rd 5 3","2021-06-13","2021-08-26","","exact","1","","",""
"","72 Dover Rd 3 3","","","72840372","72 Dover Rd 3 3","2021-05-31","2021-09-20","","exact","1","","",""
"","10 West Riding St 4 2","","","72792757","10 West Riding St 4 2","2021-03-02","2021-05-17","","exact","1","","",""
"","14 Woodridge Road 3 2","","","72782184","14 Woodridge Road 3 2","2021-02-03","2021-04-29","","exact","1","","",""
"","11 Arnold Rd 4 2","","","72671412","11 Arnold Rd 4 2","2020-06-09","2020-08-30","","exact","1","","",""
"","10 Berkeley Rd 3 2","","","72846621","10 Berkeley Rd 3 2","2021-06-08","2021-09-19","","exact","1","","",""
"","16 Croton Street 4 3","","","72597943","16 Croton Street 4 3","2019-12-03","2020-01-12","","exact","1","","",""
"","53 Bancroft Rd 4 3","","","72944135","53 Bancroft Rd 4 3","2022-02-17","2022-03-21","","exact","1","","",""
"","24 S Woodside Ave 4 3","","","73032254","24 S Woodside Ave 4 3","2022-09-04","2022-10-12","","exact","1","","",""
"","11 Riverdale Road 3 1","","","72972194","11 Riverdale Road 3 1","2022-04-26","2022-06-16","","exact","1","","",""
"","11 Comeau Street 4 2","","","72872914","11 Comeau Street 4 2","2021-07-27","2021-08-23","","exact","1","","",""
"","53 Mayo Rd 4 3","","","73429402","53 Mayo Rd 4 3","2025-09-10","2025-10-14","","exact","1","","",""
"","53 Cottonwood Rd 5 3","","","72787527","53 Cottonwood Rd 5 3","2021-02-17","2021-04-29","","exact","1","","",""
"","80 Mayo Road 4 2","","","72718085","80 Mayo Road 4 2","2020-08-30","2020-10-14","","exact","1","","",""
"","96 Glen Rd 4 2","","","73347026","96 Glen Rd 4 2","2025-03-17","2025-07-15","","exact","1","","",""
"","148 Oakland Street 4 4","","","72763066","148 Oakland Street 4 4","2020-12-01","2021-02-04","","exact","1","","",""
"","37 Fox Hill Rd 4 3","","","72736090","37 Fox Hill Rd 4 3","2020-09-30","2021-02-15","","exact","1","","",""
"","2 Barnstable Road 4 3","","","72677093","2 Barnstable Road 4 3","2020-06-18","2020-08-20","","exact","1","","",""
"","257 Oakland St 4 3","","","72652379","257 Oakland St 4 3","2020-05-05","2020-07-16","","exact","1","","",""
"","402 Linden St 4 2","","","72624472","402 Linden St 4 2","2020-02-25","2020-05-04","","exact","1","","",""
"","85 Washington St 4 2","","","72584475","85 Washington St 4 2","2019-10-23","2020-01-20","","exact","1","","",""
"","85 Glen Cross Rd 4 3","","","72969299","85 Glen Cross Rd 4 3","2022-04-19","2022-06-30","","exact","1","","",""
"","44 Mayo Rd 3 2","","","72899160","44 Mayo Rd 3 2","2021-09-22","2021-11-29","","exact","1","","",""
"","60 Washburn Ave. 4 2","","","72990136","60 Washburn Ave. 4 2","2022-05-31","2022-07-24","","exact","1","","",""
"","49 Pilgrim Road 4 2","","","72899827","49 Pilgrim Road 4 2","2021-09-22","2021-11-04","","exact","1","","",""
"","146 Lowell Rd 5 4","","","72755210","146 Lowell Rd 5 4","2020-11-09","2021-01-28","","exact","1","","",""
"","3 Wilson Street 4 2","","","72661046","3 Wilson Street 4 2","2020-05-23","2020-06-15","","exact","1","","",""
"","4 Chesterton Road 3 1","","","72998445","4 Chesterton Road 3 1","2022-06-14","2022-07-28","","exact","1","","",""
"","10 Jackson Road 4 2","","","72997105","10 Jackson Road 4 2","2022-06-13","2022-08-10","","exact","1","","",""
"","72 Fuller Brook 4 4","","","72941394","72 Fuller Brook 4 4","2022-02-08","2022-03-29","","exact","1","","",""
"","8 Tappan Rd 4 1","","","72917832","8 Tappan Rd 4 1","2021-11-07","2021-12-20","","exact","1","","",""
"","8 Skyline Dr 4 2","","","72905095","8 Skyline Dr 4 2","2021-10-05","2021-12-14","","exact","1","","",""
"","41 Atwood St 4 2","","","72901811","41 Atwood St 4 2","2021-09-28","2021-11-30","","exact","1","","",""
"","20 Chatham Cir 5 4","","","72899680","20 Chatham Cir 5 4","2021-09-22","2021-12-07","","exact","1","","",""
"","4 Strathmore Rd 4 2","","","73299831","4 Strathmore Road 4 2","2024-10-07","2024-11-14","","exact","1","","",""
"","2 Woodlawn Ave 5 3","","","72855369","2 Woodlawn Ave 5 3","2021-06-22","2021-08-17","","exact","1","","",""
"","78 Whittier Road 5 3","","","72846633","78 Whittier Road 5 3","2021-06-08","2021-07-11","","exact","1","","",""
"","12 Madison Road 3 3","","","72831469","12 Madison Road 3 3","2021-05-12","2021-08-11","","exact","1","","",""
"","71 Kingsbury Street 5 5","","","72831097","71 Kingsbury Street 5 5","2021-05-12","2021-08-12","","exact","1","","",""
"","58 Seaver Pl 5 3","","","72826241","58 Seaver Pl 5 3","2021-05-04","2021-07-08","","exact","1","","",""
"","17 Bryn Mawr Road 3 2","","","72804051","17 Bryn Mawr Road 3 2","2021-03-24","2021-05-11","","exact","1","","",""
"","15 Beverly Rd 4 2","","","72781935","15 Beverly Rd 4 2","2021-02-02","2021-03-10","","exact","1","","",""
"","50 Wall St 3 2","","","72781368","50 Wall St 3 2","2021-02-01","2021-03-29","","exact","1","","",""
"","21 Chestnut Street 4 2","","","72692037","21 Chestnut Street 4 2","2020-07-14","2020-08-27","","exact","1","","",""
"","106 Great Plain Avenue 4 4","","","73122387","106 Great Plain Ave 4 4","2023-06-07","2023-08-13","","exact","1","","",""
"","26 Skyline Drive 4 4","","","72681634","26 Skyline Drive 4 4","2020-06-25","2020-09-17","","exact","1","","",""
"","47 Maugus Hill Road 4 2","","","72700134","47 Maugus Hill Road 4 2","2020-07-28","2020-10-19","","exact","1","","",""
"","95 Parker Rd 4 3","","","72439540","95 Parker Rd 4 3","2019-01-09","2020-06-15","","exact","1","","",""
"","4 Carver Rd 4 2","","","73238890","4 Carver Road 4 2","2024-05-14","2024-06-17","","exact","1","","",""
"","10 Marigold Ave 4 2","","","72806854","10 Marigold Ave 4 2","2021-03-30","2021-05-06","","exact","1","","",""
"","81 Parker Rd 4 2","","","72868952","81 Parker Rd 4 2","2021-07-20","2021-09-14","","exact","1","","",""
"","9 Berkeley Rd 4 2","","","73244404","9 Berkeley Rd 4 2","2024-05-28","2024-07-31","","exact","1","","",""
"","5 Tappan Rd 4 2","","","72634766","5 Tappan Rd 4 2","2020-03-16","2020-05-10","","exact","1","","",""
"","53 Madison Rd 4 2","","","73374835","53 Madison Rd 4 2","2025-05-13","2025-06-24","","exact","1","","",""
"","28 Longfellow Rd 5 5","","","72617616","28 Longfellow Rd 5 5","2020-02-09","2020-06-16","","exact","1","","",""
"","30 Sunset Rd 3 2","","","73047677","30 Sunset Rd 3 2","2022-10-12","2022-11-16","","exact","1","","",""
"","68 Seaver Street 3 2","","","73021933","68 Seaver Street 3 2","2022-08-04","2022-09-19","","exact","1","","",""
"","22 Ingersoll Rd 3 2","","","73012085","22 Ingersoll Rd 3 2","2022-07-13","2022-09-14","","exact","1","","",""
"","32 Hillside Rd 3 1","","","72987558","32 Hillside Rd 3 1","2022-05-24","2022-08-03","","exact","1","","",""
"","12 Crescent St 3 2","","","72980066","12 Crescent St 3 2","2022-05-10","2022-06-29","","exact","1","","",""
"","24 Lantern Ln 3 2","","","72941324","24 Lantern Ln 3 2","2022-02-08","2022-05-08","","exact","1","","",""
"","27 Standish Road 3 3","","","72924093","27 Standish Road 3 3","2021-11-30","2022-01-13","","exact","1","","",""
"","96 Seaver Street 4 2","","","72851312","96 Seaver Street 4 2","2021-06-15","2021-08-01","","exact","1","","",""
"","23 Overbrook Dr 4 2","","","72847195","23 Overbrook Dr 4 2","2021-06-09","2021-09-02","","exact","1","","",""
"","84 Standish Road 4 2","","","72844374","84 Standish Road 4 2","2021-06-05","2021-07-14","","exact","1","","",""
"","10 Fuller Brook 3 3","","","72810328","10 Fuller Brook 3 3","2021-04-06","2021-05-25","","exact","1","","",""
"","18 Lanark Rd 5 3","","","72729955","18 Lanark Rd 5 3","2020-09-20","2020-12-15","","exact","1","","",""
"","15 Orchard St 3 3","","","72693101","15 Orchard St 3 3","2020-07-15","2020-11-17","","exact","1","","",""
"","6 Boulder Brook Rd 4 3","","","72959620","6 Boulder Brook Rd 4 3","2022-03-29","2022-07-28","","exact","1","","",""
"","44 Mansfield Rd. 4 2","","","72608157","44 Mansfield Rd. 4 2","2020-01-14","2020-03-17","","exact","1","","",""
"","102 Edgemoor Ave 4 2","","","72984359","102 Edgemoor Ave 4 2","2022-05-17","2022-06-27","","exact","1","","",""
"","21 Cunningham Rd 4 2","","","72855080","21 Cunningham Rd 4 2","2021-06-22","2021-07-29","","exact","1","","",""
"","22 Heckle St 3 3","","","72841915","22 Heckle St 3 3","2021-06-01","2021-08-19","","exact","1","","",""
"","47 Twitchell St 4 3","","","72799765","47 Twitchell St 4 3","2021-03-16","2021-05-05","","exact","1","","",""
"","39 Skyline Dr 4 2","","","72656018","39 Skyline Dr 4 2","2020-05-13","2020-10-15","","exact","1","","",""
"","23 Thomas Rd 4 4","","","72796373","23 Thomas Rd 4 4","2021-03-09","2021-05-27","","exact","1","","",""
"","36 Marshall Road 3 3","","","72885382","36 Marshall Road 3 3","2021-08-22","2021-09-26","","exact","1","","",""
"","7 Atwood St. 3 3","","","72855564","7 Atwood St. 3 3","2021-06-22","2021-09-02","","exact","1","","",""
"","98 Overbrook Drive 4 2","","","72973361","98 Overbrook Drive 4 2","2022-04-27","2022-06-14","","exact","1","","",""
"","4 Solon St 3 1","","","72958705","4 Solon St 3 1","2022-03-28","2022-05-25","","exact","1","","",""
"","16 Bluebird Rd 3 3","","","72996392","16 Bluebird Rd 3 3","2022-06-10","2022-08-25","","exact","1","","",""
"","7 Springdale Ave 4 2","","","72945305","7 Springdale Ave 4 2","2022-02-22","2022-04-21","","exact","1","","",""
"","113 Brook St 4 2","","","72998101","113 Brook St 4 2","2022-06-14","2022-09-11","","exact","1","","",""
"","30 Summit Rd 4 1","","","72836425","30 Summit Rd 4 1","2021-05-20","2021-07-27","","exact","1","","",""
"","5 Hardy Rd. 3 3","","","72792282","5 Hardy Rd. 3 3","2021-03-02","2021-04-20","","exact","1","","",""
"","45 Ivy Road 4 2","","","72763034","45 Ivy Road 4 2","2020-12-01","2021-02-11","","exact","1","","",""
"","6 Juniper Rd 4 3","","","72661926","6 Juniper Rd 4 3","2020-05-25","2020-08-16","","exact","1","","",""
"","85 Benvenue Street 4 2","","","73052474","85 Benvenue Street 4 2","2022-10-26","2023-01-08","","exact","1","","",""
"","11 Evergreen Ave 4 2","","","73035650","11 Evergreen Ave 4 2","2022-09-12","2022-11-01","","exact","1","","",""
"","52 Riverdale Rd 4 2","","","73020143","52 Riverdale Rd 4 2","2022-08-01","2022-10-11","","exact","1","","",""
"","24 Carver Rd 3 2","","","73014966","24 Carver Rd 3 2","2022-07-19","2022-08-31","","exact","1","","",""
"","110 Oak St 4 3","","","72979346","110 Oak St 4 3","2022-05-10","2022-07-26","","exact","1","","",""
"","17 Putney Rd 3 3","","","72894960","17 Putney Rd 3 3","2021-09-14","2021-12-14","","exact","1","","",""
"","30 Leighton Rd 3 1","","","72851325","30 Leighton Rd 3 1","2021-06-15","2021-09-15","","exact","1","","",""
"","48 Hundreds Rd 4 2","","","72778044","48 Hundreds Rd 4 2","2021-01-22","2021-02-25","","exact","1","","",""
"","119 Westgate Road 4 3","","","72688307","119 Westgate Road 4 3","2020-07-08","2020-08-24","","exact","1","","",""
"","9 NORTHGATE ROAD 4 2","","","72674244","9 NORTHGATE ROAD 4 2","2020-06-14","2020-11-15","","exact","1","","",""
"","102 Wellesley Ave 4 2","","","72668734","102 Wellesley Ave 4 2","2020-06-04","2020-08-30","","exact","1","","",""
"","18 Benvenue 4 3","","","72666711","18 Benvenue 4 3","2020-06-02","2020-08-09","","exact","1","","",""
"","9 Granite 3 2","","","72659443","9 Granite 3 2","2020-05-19","2020-07-01","","exact","1","","",""
"","149 Great Plain Ave 4 4","","","73017824","149 Great Plain Ave 4 4","2022-07-26","2022-08-31","","exact","1","","",""
"","29 Martin Road 5 2","","","73044934","29 Martin Road 5 2","2022-10-04","2022-12-14","","exact","1","","",""
"","45 Howe Street 3 1","","","73038812","45 Howe Street 3 1","2022-09-19","2022-11-15","","exact","1","","",""
"","22 Standish Road 3 2","","","73033483","22 Standish Road 3 2","2022-09-06","2022-11-02","","exact","1","","",""
"","45 Seaward Rd 4 3","","","72998642","45 Seaward Rd 4 3","2022-06-14","2022-09-01","","exact","1","","",""
"","22 Boulder Road 4 2","","","72979830","22 Boulder Road 4 2","2022-05-10","2022-06-23","","exact","1","","",""
"","14 Standish Rd 4 2","","","72972423","14 Standish Rd 4 2","2022-04-26","2022-07-31","","exact","1","","",""
"","17 Garrison Rd. 3 2","","","72950490","17 Garrison Rd. 3 2","2022-03-07","2022-04-14","","exact","1","","",""
"","5 Alhambra Rd 4 3","","","72907950","5 Alhambra Rd 4 3","2021-10-12","2021-12-14","","exact","1","","",""
"","20 Wedgwood Rd 4 3","","","72865687","20 Wedgwood Rd 4 3","2021-07-13","2021-09-26","","exact","1","","",""
"","26 Woodridge Road 4 2","","","73055653","26 Woodridge Rd 4 2","2022-11-03","2023-03-07","","exact","1","","",""
"","63 Washburn Avenue 4 2","","","72841574","63 Washburn Avenue 4 2","2021-06-01","2021-07-15","","exact","1","","",""
"","24 Bradford Road 4 2","","","72814847","24 Bradford Road 4 2","2021-04-13","2021-06-16","","exact","1","","",""
"","39 River Glen Rd 4 2","","","72804545","39 River Glen Rd 4 2","2021-03-25","2021-07-14","","exact","1","","",""
"","27 Fells Rd 4 2","","","72802635","27 Fells Rd 4 2","2021-03-22","2021-05-26","","exact","1","","",""
"","9 Dunedin Rd 4 3","","","72734588","9 Dunedin Rd 4 3","2020-09-29","2020-11-17","","exact","1","","",""
"","33 Ingraham Road 4 2","","","72725446","33 Ingraham Road 4 2","2020-09-11","2020-10-14","","exact","1","","",""
"","82 Washington Street 6 3","","","72717431","82 Washington Street 6 3","2020-08-27","2020-10-25","","exact","1","","",""
"","26 Eisenhower Cir 4 3","","","72714002","26 Eisenhower Cir 4 3","2020-08-20","2021-01-10","","exact","1","","",""
"","6 Shadow Lane 4 3","","","72693110","6 Shadow Lane 4 3","2020-07-15","2020-09-16","","exact","1","","",""
"","8 Pilgrim Cir 4 2","","","72624493","8 Pilgrim Cir 4 2","2020-02-25","2020-04-13","","exact","1","","",""
"","289 Walnut St 3 3","","","72616145","289 Walnut St 3 3","2020-02-04","2020-04-12","","exact","1","","",""
"","7 Heckle St 3 2","","","72843049","7 Heckle St 3 2","2021-06-02","2021-07-26","","exact","1","","",""
"","79 Leighton Rd 4 2","","","72591028","79 Leighton Rd 4 2","2019-11-10","2020-01-01","","exact","1","","",""
"","11 Saunders Terrace 4 2","","","72822386","11 Saunders Terrace 4 2","2021-04-27","2021-07-18","","exact","1","","",""
"","19 Fife Rd 4 2","","","72789456","19 Fife Rd 4 2","2021-02-23","2021-04-29","","exact","1","","",""
"","122 Great Plain Ave 4 3","","","72771728","122 Great Plain Ave 4 3","2021-01-04","2021-02-11","","exact","1","","",""
"","26 Cavanagh Rd 4 2","","","72734796","26 Cavanagh Rd 4 2","2020-09-29","2020-12-13","","exact","1","","",""
"","54 Radcliffe Rd 4 3","","","72639569","54 Radcliffe Rd 4 3","2020-03-30","2020-06-09","","exact","1","","",""
"","19 Aberdeen Rd 3 2","","","72636119","19 Aberdeen Rd 3 2","2020-03-18","2020-05-17","","exact","1","","",""
"","45 Sheridan Rd 4 3","","","72631753","45 Sheridan Rd 4 3","2020-03-10","2020-06-16","","exact","1","","",""
"","50 Pine Plain Road 3 2","","","72896342","50 Pine Plain Road 3 2","2021-09-15","2021-11-09","","exact","1","","",""
"","22 Fisher Ave 4 2","","","72883543","22 Fisher Ave 4 2","2021-08-17","2021-10-14","","exact","1","","",""
"","100 Wellesley Ave 3 2","","","72865632","100 Wellesley Ave 3 2","2021-07-13","2021-09-23","","exact","1","","",""
"","17 Oakland St 3 2","","","73198336","17 Oakland Street 3 2","2024-01-31","2024-03-14","","exact","1","","",""
"","9 Franklin Road 3 2","","","72688327","9 Franklin Road 3 2","2020-07-08","2020-08-20","","exact","1","","",""
"","16 Northgate 3 2","","","72987734","16 Northgate 3 2","2022-05-25","2022-07-13","","exact","1","","",""
"","14 Lafayette Cir 3 2","","","72796285","14 Lafayette Cir 3 2","2021-03-09","2021-04-25","","exact","1","","",""
"","19 Oakland Cir 4 2","","","72779918","19 Oakland Cir 4 2","2021-01-27","2021-05-05","","exact","1","","",""
"","18 Oxford Rd 3 2","","","72646770","18 Oxford Rd 3 2","2020-04-21","2020-07-07","","exact","1","","",""
"","31 Avon Rd 3 3","","","72633307","31 Avon Rd 3 3","2020-03-12","2020-06-17","","exact","1","","",""
"","34 Earle Road 3 2","","","73052932","34 Earle Road 3 2","2022-10-26","2022-12-18","","exact","1","","",""
"","5 Shelley Rd 3 2","","","72746348","5 Shelley Rd 3 2","2020-10-20","2020-11-30","","exact","1","","",""
"","2 Oakdale Ave 4 2","","","72878885","2 Oakdale Ave 4 2","2021-08-09","2021-10-26","","exact","1","","",""
"","2 Shirley Rd 3 2","","","73148921","2 Shirley Rd 3 2","2023-08-15","2023-10-26","","exact","1","","",""
"","6 Ivy Circle 3 2","","","72891849","6 Ivy Circle 3 2","2021-09-07","2021-11-02","","exact","1","","",""
"","126 Great Plain Ave 4 2","","","72842535","126 Great Plain Ave 4 2","2021-06-02","2021-10-31","","exact","1","","",""
"","5 Berkeley Rd 4 2","","","72819341","5 Berkeley Rd 4 2","2021-04-21","2021-06-13","","exact","1","","",""
"","7 Madison 4 2","","","72624046","7 Madison 4 2","2020-02-25","2020-04-21","","exact","1","","",""
"","10 Durant Road 3 3","","","72749488","10 Durant Road 3 3","2020-10-27","2021-03-04","","exact","1","","",""
"","20 Cliff Road 3 2","","","72687201","20 Cliff Road 3 2","2020-07-07","2020-10-19","","exact","1","","",""
"","141 Great Plain Ave 3 2","","","72994098","141 Great Plain Ave 3 2","2022-06-07","2022-08-07","","exact","1","","",""
"","126 Glen Rd 4 2","","","72986783","126 Glen Rd 4 2","2022-05-23","2022-08-01","","exact","1","","",""
"","66 Pilgrim Road 3 2","","","72945987","66 Pilgrim Road 3 2","2022-02-23","2022-04-28","","exact","1","","",""
"","6 Maugus Avenue 5 2","","","72723229","6 Maugus Avenue 5 2","2020-09-08","2020-11-15","","exact","1","","",""
"","115 Woodside Ave 4 3","","","72641986","115 Woodside Ave 4 3","2020-04-07","2020-05-27","","exact","1","","",""
"","19 Hunting St 3 2","","","72982325","19 Hunting St 3 2","2022-05-15","2022-06-29","","exact","1","","",""
"","24 Cedar St 5 3","","","72815144","24 Cedar St 5 3","2021-04-14","2021-07-21","","exact","1","","",""
"","5 Great Plain Ave 4 3","","","72801255","5 Great Plain Ave 4 3","2021-03-18","2021-05-16","","exact","1","","",""
"","112 Wellesley Ave 4 1","","","73350117","112 Wellesley Ave 4 1","2025-03-25","2025-06-05","","exact","1","","",""
"","6 Fisher Ave 4 3","","","73154181","6 Fisher Ave 4 3","2023-08-30","2024-04-30","","exact","1","","",""
"","175 Walnut St 3 2","","","73002421","175 Walnut St 3 2","2022-06-21","2022-08-14","","exact","1","","",""
"","75 Standish Rd 3 2","","","73000865","75 Standish Rd 3 2","2022-06-20","2022-08-31","","exact","1","","",""
"","20 Tappan Rd 4 2","","","72996939","20 Tappan Rd 4 2","2022-06-12","2022-07-21","","exact","1","","",""
"","6 Fuller Brook Rd 4 2","","","72994659","6 Fuller Brook Rd 4 2","2022-06-07","2022-07-31","","exact","1","","",""
"","9 Standish Road 4 2","","","72963887","9 Standish Road 4 2","2022-04-06","2022-05-25","","exact","1","","",""
"","30 Standish Rd 3 2","","","72943107","30 Standish Rd 3 2","2022-02-15","2022-03-20","","exact","1","","",""
"","197 Bristol Rd 4 1","","","72917481","197 Bristol Rd 4 1","2021-11-07","2022-01-13","","exact","1","","",""
"","21 Stonecleve Road 2 2","","","72910611","21 Stonecleve Road 2 2","2021-10-19","2022-02-15","","exact","1","","",""
"","15 Squirrel Rd 3 3","","","72855721","15 Squirrel Rd 3 3","2021-06-23","2021-09-15","","exact","1","","",""
"","6 Francis Road 5 4","","","72851027","6 Francis Road 5 4","2021-06-15","2021-08-02","","exact","1","","",""
"","14 Oakland Street 4 2","","","72779949","14 Oakland Street 4 2","2021-01-27","2021-06-14","","exact","1","","",""
"","54 Northgate Rd 4 2","","","73112687","54 Northgate Rd 4 2","2023-05-16","2023-07-11","","exact","1","","",""
"","31 Fells Road 5 2","","","72749900","31 Fells Road 5 2","2020-10-27","2020-12-16","","exact","1","","",""
"","65 Crest Road 3 1","","","72738173","65 Crest Road 3 1","2020-10-05","2020-11-24","","exact","1","","",""
"","50 Avon Road 3 2","","","72662389","50 Avon Road 3 2","2020-05-26","2020-09-02","","exact","1","","",""
"","31 Edmunds Rd 3 2","","","72643321","31 Edmunds Rd 3 2","2020-04-12","2020-07-06","","exact","1","","",""
"","74 Leighton Road 4 2","","","72631970","74 Leighton Road 4 2","2020-03-10","2020-08-02","","exact","1","","",""
"","4 Framar Rd 4 1","","","72599326","4 Framar Rd 4 1","2019-12-08","2020-02-27","","exact","1","","",""
"","395 Weston 3 1","","","72984426","395 Weston 3 1","2022-05-17","2022-07-14","","exact","1","","",""
"","3 Beverly Road 3 2","","","72953629","3 Beverly Road 3 2","2022-03-15","2022-05-10","","exact","1","","",""
"","24 Durant Rd 3 2","","","72933431","24 Durant Rd 3 2","2022-01-11","2022-02-23","","exact","1","","",""
"","45 Avon Rd 3 2","","","72589124","45 Avon Rd 3 2","2019-11-05","2020-01-08","","exact","1","","",""
"","8 Bay View Rd 4 2","","","72810218","8 Bay View Rd 4 2","2021-04-06","2021-07-12","","exact","1","","",""
"","25 Maurice Rd 3 2","","","72835760","25 Maurice Rd 3 2","2021-05-19","2021-06-27","","exact","1","","",""
"","11 Riverdale Rd 3 1","","","72972194","11 Riverdale Road 3 1","2022-04-26","2022-06-16","","exact","1","","",""
"","24 Denton Rd 3 1","","","72624464","24 Denton Rd 3 1","2020-02-25","2020-04-28","","exact","1","","",""
"","7 Lovewell Road 4 2","","","72736821","7 Lovewell Road 4 2","2020-10-01","2020-12-02","","exact","1","","",""
"","6 Willow Park 4 4","","","72703418","6 Willow Park 4 4","2020-08-03","2020-09-22","","exact","1","","",""
"","42 Shirley Rd 4 1","","","72685972","42 Shirley Rd 4 1","2020-07-06","2020-08-19","","exact","1","","",""
"","17 Hill Top Rd 4 2","","","72663229","17 Hill Top Rd 4 2","2020-05-27","2020-07-30","","exact","1","","",""
"","2 Pilgrim Rd 4 4","","","72624644","2 Pilgrim Rd 4 4","2020-02-25","2020-04-22","","exact","1","","",""
"","4 Skyline Dr 5 2","","","72835674","4 Skyline Dr 5 2","2021-05-19","2021-08-03","","exact","1","","",""
"","21 Pine Ridge Rd 4 2","","","73033729","21 Pine Ridge Rd 4 2","2022-09-06","2022-11-17","","exact","1","","",""
"","77 Kingsbury Street 3 2","","","72895568","77 Kingsbury Street 3 2","2021-09-14","2021-10-13","","exact","1","","",""
"","130 Great Plain Avenue 3 2","","","72826358","130 Great Plain Avenue 3 2","2021-05-04","2021-07-29","","exact","1","","",""
"","11 Oakencroft Rd 4 3","","","73083391","11 Oakencroft Road 4 3","2023-02-28","2023-04-05","","exact","1","","",""
"","56 Seaver Place 3 3","","","72761424","56 Seaver Place 3 3","2020-11-26","2021-01-31","","exact","1","","",""
"","106 Edgemoor Ave 3 2","","","73390286","106 Edgemoor Ave 3 2","2025-06-11","2025-08-07","","exact","1","","",""
"","39 Washburn Ave 3 2","","","72728639","39 Washburn Ave 3 2","2020-09-16","2020-12-14","","exact","1","","",""
